Name,ProductCode,Family,MakeName,BusinessBrandId,IsActive
CORVETTE 6.2L Z51 AT,1YC07-A 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
CORVETTE Z51 6.2L T/A GAS (Convertible),1YC67-B 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
Santa Fe Limited 2.500 cc Gas T/A SBW 4WD,6HW7L9A1K D D211 2026,Autos,Hyundai,1BUWK0000009EFE4A2,true
Santa Fe Sport 2.500 cc Gas T/A SBW 4WD,6HW7L9A1K D D217 2026,Autos,Hyundai,1BUWK0000009EFE4A2,true
ESCALADE SUV PREMIUM 6.2L 4X4 T/A GAS,6K10706-A 2026,Autos,Cadillac,1BUWK0000009EF44AM,true
ESCALADE SUV PREMIUM 6.2L 4X4 T/A GAS,6K10706-B 2024,Autos,Cadillac,1BUWK0000009EF44AM,true
ESCALADE SUV PREMIUM 6.2L 4X4 T/A GAS,6K10706-B 2025,Autos,Cadillac,1BUWK0000009EF44AM,true
ESCALADE SUV PREMIUM 6.2L 4X4 T/A GAS,6K10706-L 2026,Autos,Cadillac,1BUWK0000009EF44AM,true
ESCALADE ESV PREMIUM 6.2L 4X4 T/A GAS,6K10906-A 2026,Autos,Cadillac,1BUWK0000009EF44AM,true
ESCALADE ESV PREMIUM 6.2L 4X4 T/A GAS,6K10906-B 2025,Autos,Cadillac,1BUWK0000009EF44AM,true
LYRIQ LUXURY 4X4 T/A ELECTRICO,6MC26-F 2025,Autos,Cadillac,1BUWK0000009EF44AM,true
LYRIQ V SERIES 4X4 ELECTRICO,6MD26-V 2026,Autos,Cadillac,1BUWK0000009EF44AM,true
XT5 SPORT 3.6L 4X4 T/A GAS,6NJ26-F 2024,Autos,Cadillac,1BUWK0000009EF44AM,true
XT4 SPORT 2.0L 4X2 T/A GAS,6ZE26-F 2024,Autos,Cadillac,1BUWK0000009EF44AM,true
SILVERADO 5.3L 4X4 T/A GAS RST,CK10543-B 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO ZR2 D/C 6.2L 4X4 T/A GAS,CK10543-D. 2024,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO ZR2 D/C 6.2L 4X4 T/A GAS,CK10543-D. 2025,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO ZR2 D/C 6.2L 4X4 T/A GAS,CK10543-D. 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO D/C 6.2L 4X4 T/A GAS HIGH COUNTRY,CK10543-G 2025,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO D/C 6.2L 4X4 T/A GAS HIGH COUNTRY,CK10543-G 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO RST 3.0L 4X4 T/A DSL,CK10543-P 2025,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO RST 3.0L 4X4 T/A DSL,CK10543-P 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO HC 3.0L 4X4 T/A DSL,CK10543-Q 2025,Autos,Chevrolet,1BUWK0000009EF64AM,true
SILVERADO HC 3.0L 4X4 T/A DSL,CK10543-Q 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
TAHOE 5.3L 4X4 T/A GAS RST,CK10706-B 2025,Autos,Chevrolet,1BUWK0000009EF64AM,true
TAHOE 5.3L 4X4 T/A GAS RST,CK10706-B 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
TAHOE 6.2L 4X4 T/A GAS Z71,CK10706-D 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
TAHOE 6.2L 4X4 T/A GAS HIGH COUNTRY,CK10706-G 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
TAHOE 3.0L 4X4 T/A DSL RST,CK10706-K 2025,Autos,Chevrolet,1BUWK0000009EF64AM,true
TAHOE 3.0L 4X4 T/A DSL RST,CK10706-K 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
TAHOE 3.0L 4X4 T/A DSL HC,CK10706-L 2025,Autos,Chevrolet,1BUWK0000009EF64AM,true
TAHOE 3.0L 4X4 T/A DSL HC,CK10706-L 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
SUBURBAN 5.3L 4X4 T/A GAS RST,CK10906-B 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
SUBURBAN 6.2L 4X4 T/A GAS HIGH COUNTRY,CK10906-G 2026,Autos,Chevrolet,1BUWK0000009EF64AM,true
Tucson Classic Turbo Elegant 1.600 cc Gas T/A 2WD,D3W5D2G1U GGDQ3. 2026,Autos,Hyundai,1BUWK0000009EFE4A2,true
Creta Grand GT Limited 2.000 cc Gas T/A 2WD,FHWC2J61F G G0EI. 2025,Autos,Hyundai,1BUWK0000009EFE4A2,true
Nuevo Creta Grand Limited 2.000 cc Gas T/A 2WD,FHWC2J61F G G0VX 2026,Autos,Hyundai,1BUWK0000009EFE4A2,true
Creta Grand Limited 2.000 cc Gas T/A 2WD,FHWC2J61F G G498 2025,Autos,Hyundai,1BUWK0000009EFE4A2,true
