Product2Id,Pricebook2Id,UnitPrice,IsActive,UseStandardPrice
01tWK00000G1IkjYAF,01sao000003jPrlAAE,41900.0,true,false
01tWK00000G1IkkYAF,01sao000003jPrlAAE,46950.0,true,false
01tWK00000G1IklYAF,01sao000003jPrlAAE,47950.0,true,false
01tWK00000G1IkmYAF,01sao000003jPrlAAE,52900.0,true,false
01tWK00000G1IknYAF,01sao000003jPrlAAE,49950.0,true,false
01tWK00000G1IkoYAF,01sao000003jPrlAAE,54900.0,true,false
01tWK00000G1IkpYAF,01sao000003jPrlAAE,59900.0,true,false
01tWK00000G1IkqYAF,01sao000003jPrlAAE,33900.0,true,false
01tWK00000G1IkrYAF,01sao000003jPrlAAE,39900.0,true,false
01tWK00000G1IksYAF,01sao000003jPrlAAE,41900.0,true,false
01tWK00000G1IktYAF,01sao000003jPrlAAE,45950.0,true,false
01tWK00000G1IkuYAF,01sao000003jPrlAAE,42750.0,true,false
01tWK00000G1IkvYAF,01sao000003jPrlAAE,47900.0,true,false
01tWK00000G1IkwYAF,01sao000003jPrlAAE,48900.0,true,false
01tWK00000G1IkxYAF,01sao000003jPrlAAE,54000.0,true,false
01tWK00000G1IkyYAF,01sao000003jPrlAAE,50900.0,true,false
01tWK00000G1IkzYAF,01sao000003jPrlAAE,34600.0,true,false
01tWK00000G1Il0YAF,01sao000003jPrlAAE,45690.0,true,false
01tWK00000G1Il1YAF,01sao000003jPrlAAE,46890.0,true,false
01tWK00000G1Il2YAF,01sao000003jPrlAAE,48800.0,true,false
01tWK00000G1Il3YAF,01sao000003jPrlAAE,44900.0,true,false
01tWK00000G1Il4YAF,01sao000003jPrlAAE,63900.0,true,false
01tWK00000G1Il5YAF,01sao000003jPrlAAE,65900.0,true,false
01tWK00000G1Il6YAF,01sao000003jPrlAAE,71900.0,true,false
01tWK00000G1Il7YAF,01sao000003jPrlAAE,63900.0,true,false
